name,class,t,state,Lr,Lr_unc,Lr_uplim_bool,Lx,Lx_unc_l,Lx_unc_u,Lx_uplim_bool
MAXI J1348-630,candidateBH,58894.14745,HS,1.5940263590812658e+27,1.6834402211995807e+26,0,1.2125485024211083e+34,1.30254405935666e+33,1.414243187520598e+33,0
MAXI J1348-630,candidateBH,58910.14722,HS,8.896891306500088e+26,2.9656304355000296e+26,1,1.2790807568950496e+33,4.2636025229835e+32,0.0,1
MAXI J1631-479,candidateBH,58502.35038,SS,1.78841608132556e+29,1.177385576733865e+28,0,1.920462424051941e+38,2.521828208269957e+37,2.9083567223941823e+37,0
MAXI J1631-479,candidateBH,58509.3506,HS,2.6347543125310186e+29,1.674698037463539e+28,0,1.7174452799832475e+38,2.444370623056468e+37,2.911226083506303e+37,0
MAXI J1631-479,candidateBH,58515.17573,HS,1.286740478212823e+29,8.624986673873823e+27,0,1.2322972806178682e+38,1.6833948016896433e+37,1.9623564447215443e+37,0
MAXI J1631-479,candidateBH,58523.23337,HS,1.7960752508387323e+29,1.3408483167909594e+28,0,1.0764787228139993e+38,1.532492572556928e+37,1.7459018880440503e+37,0
MAXI J1631-479,candidateBH,58530.12843,HS,1.8611781917006904e+29,1.1812825809008705e+28,0,8.050522932204561e+37,1.1016637024762702e+37,1.2749415813670702e+37,0
MAXI J1631-479,candidateBH,58543.09068,HS,1.5280043178777273e+29,1.081817024814369e+28,0,4.287152926698938e+37,5.904220491118349e+36,6.938656241351144e+36,0
MAXI J1631-479,candidateBH,58560.08841,SS,5.977981805030407e+29,3.5497178010776004e+28,0,2.877209065371805e+37,3.905094577000999e+36,4.6838083333101374e+36,0
MAXI J1631-479,candidateBH,58567.08829,SS,1.430732865060448e+30,7.537401131655976e+28,0,3.708398624807432e+37,5.186219190713337e+36,5.986198624985235e+36,0
MAXI J1631-479,candidateBH,58574.07443,SS,8.53614442242971e+29,4.72610209176826e+28,0,2.529976083221027e+37,3.5234999693137435e+36,4.108747978185449e+36,0
MAXI J1631-479,candidateBH,58582.06773,SS,2.7994264570642066e+29,1.7402092020678985e+28,0,2.1112365673791242e+37,2.9506076695522937e+36,3.4349002697666927e+36,0
MAXI J1631-479,candidateBH,58588.06741,SS,1.3326954952918524e+29,1.1044618044411242e+28,0,1.9094426772257192e+37,2.6033371313984992e+36,3.053929820427071e+36,0
MAXI J1631-479,candidateBH,58614.92263,SS,9.076115873108305e+28,6.736396338906248e+27,0,6.767651706994645e+36,9.715897511036097e+35,1.1117485427511632e+36,0
MAXI J1631-479,candidateBH,58621.90184,SS,9.229299263371737e+28,9.272044748163356e+27,0,8.306279841090419e+36,4.011092269093559e+36,8.589527788172542e+36,0
MAXI J1631-479,candidateBH,58628.03314,SS,9.344186806069308e+28,8.327387804599487e+27,0,4.283308032440214e+36,6.2602474774073436e+35,7.248174764199008e+35,0
MAXI J1631-479,candidateBH,58634.88214,IMS,1.0186695452518181e+29,8.570829711416568e+27,0,1.1860575784716573e+36,1.647964659105014e+35,1.9820340049310896e+35,0
MAXI J1631-479,candidateBH,58642.86354,HS,7.276211037512986e+28,5.861266732792945e+27,0,6.34151865080734e+35,9.004800534064528e+34,1.039213403292018e+35,0
MAXI J1631-479,candidateBH,58650.86677,HS,5.801820906227459e+28,3.9759615957015834e+27,0,1.29364257822186e+35,1.7981378715017217e+34,2.076548689955756e+34,0
MAXI J1631-479,candidateBH,58658.78311,HS,4.365726622507792e+28,5.788756539625047e+27,0,2.336422050192165e+35,3.266011352932389e+34,3.8375153419079715e+34,0
MAXI J1631-479,candidateBH,58664.71006,HS,6.586885781327547e+28,1.0487470108243136e+28,0,1.0504286292893038e+36,1.0653054898802096e+35,1.1791633091640102e+35,0
MAXI J1631-479,candidateBH,58678.89758,SS,2.359024210056842e+28,4.043729611865887e+27,0,1.1294029344018162e+37,1.5589928569718556e+36,1.8157818258594867e+36,0
MAXI J1631-479,candidateBH,58686.84477,SS,2.692198083879805e+28,3.87914866901463e+27,0,1.3991826349887703e+37,1.8272090857969015e+36,2.0819416136766617e+36,0
MAXI J1631-479,candidateBH,58691.7358,SS,2.910484415005195e+28,4.3123232959953816e+27,0,1.4781150539382309e+37,2.0641650951178504e+36,2.3610893852800063e+36,0
MAXI J1631-479,candidateBH,58699.69907,SS,4.40402247007365e+28,7.236420687103588e+27,0,1.3323859479364186e+37,1.9115933334979524e+36,2.19134725815569e+36,0
MAXI J1631-479,candidateBH,58705.75117,SS,3.339397907742802e+28,6.276893859734795e+27,0,1.1648809165794333e+37,1.4738485758409207e+36,1.6298428577471006e+36,0
MAXI J1803-298,candidateBH,59349.94,IMS,2.0251579473098877e+30,1.0128523042666572e+29,0,1.1537331304097187e+38,1.1635277220019137e+37,1.2893243332856033e+37,0
MAXI J1803-298,candidateBH,59356.05,IMS,2.083294107582665e+29,1.0599405116122042e+28,0,6.815813003968931e+37,5.536169739353296e+36,6.41767133147346e+36,0
MAXI J1803-298,candidateBH,59361.98,SS,1.8264361987889437e+29,9.340302995868117e+27,0,8.73542020346266e+37,7.142041184834971e+36,7.598944797307996e+36,0
MAXI J1803-298,candidateBH,59370.93,SS,8.209649344422231e+29,4.109984371829757e+28,0,5.119400734012119e+37,5.092743315259251e+36,5.777671416850086e+36,0
MAXI J1803-298,candidateBH,59377.99,SS,3.961690112348965e+29,1.989583881862165e+28,0,5.218850317363505e+37,5.2686902773145473e+36,5.809758121418313e+36,0
MAXI J1803-298,candidateBH,59384.94,SS,1.0137064034072827e+29,5.673382861804484e+27,0,2.7049381348944927e+37,2.690900173371684e+36,2.827273405551785e+36,0
MAXI J1803-298,candidateBH,59392.07,SS,3.078373410733915e+28,2.492714597068056e+27,0,4.259314529385758e+37,4.7872628894080137e+36,4.583473348832689e+36,0
MAXI J1803-298,candidateBH,59399.94,SS,1.5784016532743957e+28,2.2048656770741216e+27,0,4.2288687991544173e+37,4.004989434511878e+36,4.6129762073653123e+36,0
MAXI J1803-298,candidateBH,59407.05,SS,7.156727993107508e+27,2.3855759977025025e+27,1,2.898068841314498e+37,2.824790373395399e+36,3.046848868207926e+36,0
MAXI J1803-298,candidateBH,59421.72,SS,6.764578514033126e+27,2.2548595046777089e+27,1,1.6962168516578334e+37,1.6950094330342652e+36,1.9587131525458066e+36,0
MAXI J1803-298,candidateBH,59448.65,SS,6.66654114426453e+27,2.2221803814215098e+27,1,1.5430963723449851e+37,1.4460460055546042e+36,1.599177130552772e+36,0
MAXI J1803-298,candidateBH,59454.66,SS,6.568503774495934e+27,2.1895012581653113e+27,1,1.4295859519178503e+37,1.396606608529516e+36,1.5906249925992537e+36,0
MAXI J1803-298,candidateBH,59462.73,SS,6.66654114426453e+27,2.2221803814215098e+27,1,1.4903962947702145e+37,1.3935754628833033e+36,1.534795719517994e+36,0
MAXI J1803-298,candidateBH,59470.62,SS,6.764578514033126e+27,2.2548595046777089e+27,1,8.137491612244632e+36,6.3505791752924694e+35,7.088920372666704e+35,0
MAXI J1803-298,candidateBH,59477.66,SS,4.597952642147153e+28,3.152328321493638e+27,0,6.658020944165589e+36,5.486810573499999e+35,5.998956314961139e+35,0
MAXI J1803-298,candidateBH,59484.57,SS,8.82336327917364e+27,2.201479291413974e+27,0,5.124876740292847e+36,4.286657796292262e+35,4.8821779292427916e+35,0
MAXI J1803-298,candidateBH,59491.64,SS,6.764578514033126e+27,2.2548595046777089e+27,1,3.746638380928488e+36,3.0522629929825763e+35,3.570459855361506e+35,0
MAXI J1803-298,candidateBH,59496.64,SS,7.156727993107508e+27,2.3855759977025025e+27,1,3.467210898587596e+36,3.728682047861452e+35,4.066510835107483e+35,0
MAXI J1803-298,candidateBH,59510.54,HS,1.0097849086165389e+28,2.0247090504255661e+27,0,1.2149595224011622e+35,1.873492556789601e+34,2.1699502964114377e+34,0
MAXI J1803-298,candidateBH,59518.61,HS,8.529251169867853e+27,2.1024901956897259e+27,0,3.1115214579036736e+34,5.1368895554897975e+33,6.323772995612616e+33,0
MAXI J1807+132,NS,60141.74886,IMS,8.207795825400042e+27,1.2259039239186116e+27,0,2.6478876679737167e+36,2.693167015889412e+35,2.972055820348139e+35,0
MAXI J1807+132,NS,60146.75236,HS,1.2889279370257844e+28,4.296426456752615e+27,1,1.2458730028502124e+36,7.85451810101204e+34,7.965629716792716e+34,0
MAXI J1807+132,NS,60153.81543,SS,8.207795825400042e+27,2.7359319418000143e+27,1,1.2094265772418025e+35,1.315358668873215e+34,1.5424243624104326e+34,0
MAXI J1807+132,NS,60160.8526,QS,6.748632123106703e+27,2.2495440410355674e+27,1,8.343879840439673e+35,8.278912743721475e+34,9.159196593925224e+34,0
MAXI J1807+132,NS,60169.72614,Unclear,5.350266908408917e+27,1.7834223028029726e+27,1,4.6999145466821904e+33,2.2281503141469083e+33,4.0287828510198684e+33,0
MAXI J1807+132,NS,60174.67028,Unclear,6.931027585893371e+27,2.3103425286311234e+27,1,2.7793817807206184e+35,2.9328178587702663e+34,3.2663377932802034e+34,0
MAXI J1807+132,NS,60191.65661,Unclear,8.694183726164488e+27,2.8980612420548293e+27,1,7.348259857337029e+34,1.8679564394455872e+34,2.412598317895448e+34,0
MAXI J1807+132,NS,60195.62164,Unclear,8.511788263377823e+27,2.837262754459274e+27,1,1.3024986947729946e+33,7.669754491723349e+32,1.9060484214839457e+33,0
MAXI J1807+132,NS,60210.63898,Unclear,6.32304270993781e+27,2.1076809033126032e+27,1,4.921448282786162e+33,2.0242881826005222e+33,3.327958559921642e+33,0
MAXI J1807+132,NS,60223.59141,Unclear,1.0092548940862275e+28,3.3641829802874255e+27,1,6.861724645253686e+33,2.2541250835834995e+33,3.2108546375082164e+33,0
MAXI J1807+132,NS,60231.52607,Unclear,8.633385238568932e+27,2.877795079522978e+27,1,3.28484678949706e+33,1.772513922626708e+33,3.919248598252585e+33,0
MAXI J1810-222,candidateBH,60070.16022,HS,1.9607473953719202e+28,2.192182231378635e+27,0,1.364243787538829e+36,1.2857455606322883e+35,1.4312685889835199e+35,0
MAXI J1810-222,candidateBH,60078.96848,HS,2.352896874446304e+28,2.286604748071377e+27,0,1.185378618686099e+36,1.1995453863731444e+35,1.2924670444664072e+35,0
MAXI J1810-222,candidateBH,60086.06257,HS,1.078411067454556e+28,2.0335370554922002e+27,0,1.132500322992546e+36,1.1697646484069101e+35,1.3173998630403842e+35,0
MAXI J1810-222,candidateBH,60091.1179,HS,9.803736976859601e+27,1.0960911156893175e+27,0,1.0533582228529585e+36,1.0108293248538951e+35,1.1404025619990144e+35,0
MAXI J1810-222,candidateBH,60106.96526,HS,1.078411067454556e+28,2.0335370554922002e+27,0,1.1665879027500241e+36,1.2427314469463558e+35,1.376854004391271e+35,0
MAXI J1810-222,candidateBH,60160.81992,HS,7.842989581487682e+27,1.9995778460455303e+27,0,9.804480621984688e+35,1.0242349385328033e+35,1.1148812534995717e+35,0
MAXI J1810-222,candidateBH,60191.62486,SS,4.999905858198397e+28,3.1771520259769496e+27,0,3.2763774123189934e+36,2.766987581941821e+35,2.9328430308063645e+35,0
MAXI J1810-222,candidateBH,60195.58998,SS,8.82336327917364e+27,2.9740246523727155e+27,0,5.180198192402438e+36,4.5155963268799026e+35,5.0406502694635756e+35,0
MAXI J1810-222,candidateBH,60203.61979,SS,5.686167446578569e+28,3.453643786798261e+27,0,4.664631022680936e+36,3.6669279889815264e+35,4.0817402529713835e+35,0
MAXI J1810-222,candidateBH,60218.51362,SS,1.6666352860661324e+28,3.056895742124708e+27,0,3.7969018321977493e+36,4.102289226855374e+35,4.35485022447086e+35,0
MAXI J1810-222,candidateBH,60223.57193,SS,8.82336327917364e+27,2.9740246523727155e+27,0,2.5703476502428792e+36,2.064242478583063e+35,2.2947908749248675e+35,0
MAXI J1810-222,candidateBH,60231.50682,HS,1.47056054652894e+28,3.031638231102427e+27,0,3.036627915890366e+35,3.1319668459243967e+34,3.555026558434016e+34,0
MAXI J1810-222,candidateBH,60239.47201,HS,8.82336327917364e+27,2.9740246523727155e+27,0,5.296392310053264e+35,6.297878010527632e+34,7.147816490614987e+34,0
MAXI J1816-195,NS,59738.97492,HS,2.319441622012771e+29,1.170218560104794e+28,0,2.055481748287961e+37,2.0590059136358734e+36,2.0590870009835104e+36,0
MAXI J1820+070,BH,58389.74588,IMS,4.657196624698316e+28,2.4175068696409996e+27,0,9.426876356563553e+36,7.733947043423787e+35,8.215200344825106e+35,0
MAXI J1820+070,BH,58396.695119065,HS,1.583715278715854e+29,8.091573236643656e+27,0,3.280189053646142e+36,3.0067663197115543e+35,3.2203371276272603e+35,0
MAXI J1820+070,BH,58403.66227690014,HS,3.5163847713860487e+28,1.8273411195759223e+27,0,9.716245226913608e+35,8.003673903359987e+34,8.904001701998547e+34,0
MAXI J1820+070,BH,58405.67170743807,HS,3.247958452959632e+28,1.6656907479699138e+27,0,7.55074398075093e+35,5.996313522951366e+34,6.417619499097954e+34,0
MAXI J1820+070,BH,58410.61921118968,HS,2.040040020040761e+28,1.275830743281758e+27,0,4.3058815569397876e+35,3.9667155427550947e+34,4.374346975035168e+34,0
MAXI J1820+070,BH,58418.53941717185,HS,2.160831863332648e+28,1.272568664778435e+27,0,2.2631772533075377e+35,1.7692883882855903e+34,1.977768148597604e+34,0
MAXI J1820+070,BH,58425.50139,HS,1.5434513309518914e+28,9.533046476274722e+26,0,1.0734495792941804e+35,1.0603520913143007e+34,1.1546488456801986e+34,0
MAXI J1820+070,BH,58432.48179,HS,1.097863642364041e+28,7.772564360672096e+26,0,5.223316200339624e+34,5.742530195760584e+33,6.456712173371391e+33,0
MAXI J1820+070,BH,58435.67467,HS,1.0039144309147956e+28,5.986042316242046e+26,0,3.589923152008407e+34,2.897840714164229e+33,3.180212000488695e+33,0
MAXI J1820+070,BH,58439.48206,HS,1.064310352560739e+28,8.915848454767765e+26,0,2.0551368384870633e+34,1.579628229079249e+33,1.8569358943093082e+33,0
MAXI J1820+070,BH,58551.07225,HS,2.5903139728149133e+27,4.1147497968301006e+26,0,5.73693440222513e+32,1.2889387062624192e+32,1.638099817633725e+32,0
MAXI J1820+070,BH,58560.14061,HS,5.757744530246622e+28,2.9141858748519695e+27,0,5.395321740724561e+35,7.779898215668068e+34,9.912962486207492e+34,0
MAXI J1820+070,BH,58567.1405,HS,5.086678734180581e+28,2.587583068745229e+27,0,7.4293032347983e+35,7.289735644689474e+34,8.037238739276298e+34,0
MAXI J1820+070,BH,58574.12636,HS,4.294821094822654e+28,2.1826381747427012e+27,0,5.068669057475119e+35,4.621038304654742e+34,5.37974535803949e+34,0
MAXI J1820+070,BH,58582.12003,HS,3.0197960822971796e+28,1.5735169331464402e+27,0,2.4918955079520557e+35,2.068739107233176e+34,2.259543164720548e+34,0
MAXI J1820+070,BH,58588.12054,HS,2.4561008136017056e+28,1.2842628511931275e+27,0,1.1247512141572619e+35,1.0091852914923406e+34,1.0584594498608044e+34,0
MAXI J1820+070,BH,58593.14246,HS,1.8521415971422695e+28,9.910612665754326e+26,0,6.97000494093942e+34,9.686530074412945e+33,1.166618511258386e+34,0
MAXI J1820+070,BH,58602.21251,HS,8.965439035442292e+27,5.295147134244681e+26,0,1.801908451873963e+34,3.1029722722532654e+33,3.840502478756308e+33,0
MAXI J1820+070,BH,58607.97422,HS,2.8050550275560465e+27,3.256743910819238e+26,0,3.28299956695603e+33,5.33345203057323e+32,6.461081631058979e+32,0
MAXI J1820+070,BH,58614.96119,HS,1.3354209341714193e+27,3.0796309038190462e+26,0,1.1059462951156984e+33,2.2069207288595927e+32,2.7394323201577408e+32,0
MAXI J1820+070,BH,58711.89005,HS,2.0668826518834023e+28,1.1066890278739184e+27,0,8.0086468092975e+34,1.029301528442656e+34,1.1567683494054729e+34,0
MAXI J1820+070,BH,58718.6813,HS,4.5632474132490705e+28,2.3042488168515105e+27,0,7.49667824196375e+35,5.352427679836581e+34,6.022613183271489e+34,0
MAXI J1820+070,BH,58726.765,HS,4.335085042586617e+28,2.189602856522005e+27,0,5.5576707230741366e+35,5.749463140610195e+34,6.719039010565891e+34,0
MAXI J1820+070,BH,58733.67729,HS,3.060060030061141e+28,1.557502511402259e+27,0,2.977744244420633e+35,3.0872973437494783e+34,3.562783761280781e+34,0
MAXI J1820+070,BH,58740.75513,HS,2.4561008136017056e+28,1.266253324609427e+27,0,1.4551762468965368e+35,1.1417218438239469e+34,1.2283292066038083e+34,0
MAXI J1820+070,BH,58747.62687,HS,1.905826860827553e+28,9.944860011966545e+26,0,5.026917335142196e+34,5.78156253457701e+33,6.607474198244345e+33,0
MAXI J1820+070,BH,58755.65173,HS,1.0710210105213996e+28,6.465968805192587e+26,0,1.4505234857636237e+34,1.6822726583333293e+33,1.8485095134029395e+33,0
MAXI J1820+070,BH,58762.66938,HS,2.87216160716265e+27,2.6619582346562668e+26,0,1.4005598169307098e+33,3.983287354353671e+32,5.426394432751172e+32,0
MAXI J1820+070,BH,58910.18478,HS,4.321663726665296e+28,2.1833428616779026e+27,0,6.993225417461982e+35,6.411944323659309e+34,6.928376022432897e+34,0
MAXI J1820+070,BH,58917.12655,HS,3.489542139543407e+28,1.7891298768297038e+27,0,3.6483974996599085e+35,3.6735890231161064e+34,3.9750665300452876e+34,0
MAXI J1820+070,BH,58922.34495,HS,3.409014244015482e+28,1.7382630152350697e+27,0,2.699436705416689e+35,2.5335480489876423e+34,2.7938704729299763e+34,0
MAXI J1820+070,BH,58929.0675,HS,2.5500500250509505e+28,1.306095412325863e+27,0,1.436390189131428e+35,1.2566088276174248e+34,1.425328275168332e+34,0
MAXI J1820+070,BH,58937.31514,HS,1.6105579105584952e+28,8.5012038956092e+26,0,3.4325299311910966e+34,3.721862722586505e+33,4.21624589957206e+33,0
MAXI J1820+070,BH,58942.18589,HS,9.904931149934747e+27,5.582767327803392e+26,0,1.1490711395709555e+34,1.2876565043457977e+33,1.3717245075812252e+33,0
MAXI J1820+070,BH,58971.01094,HS,1.1045743003247014e+27,2.596055913152701e+26,0,2.7595786212934033e+32,1.0149807856750734e+32,1.5651392868559818e+32,0
MAXI J1820+070,BH,59666.09741,HS,1.3958168558173625e+27,2.8905725871120095e+26,0,1.3223721481772373e+33,2.8991968046862665e+32,3.815844816187479e+32,0
MAXI J1820+070,BH,59673.07523,HS,1.281735670486136e+27,2.890418738001587e+26,0,1.2794752887530834e+33,1.8839490165180078e+32,2.191962363405562e+32,0
MAXI J1820+070,BH,59685.21418,HS,1.1837600642604942e+27,2.6178382499109564e+26,0,1.2132870899689232e+33,3.444589201391297e+32,4.63804857671062e+32,0
MAXI J1820+070,BH,59700.03451,HS,1.0763895368899278e+27,3.199598084809162e+26,0,9.369495377755642e+32,1.8691027903724304e+32,2.2805606065004163e+32,0
MAXI J1820+070,BH,59706.04259,HS,1.5434513309518915e+27,3.560755043972188e+26,0,9.652249468155124e+32,2.599090025632843e+32,3.7022849612582096e+32,0
MAXI J1820+070,BH,59769.86133,HS,1.080415931666324e+27,2.632907216652672e+26,0,1.6672442256530457e+33,3.805859963899827e+32,4.788557118723861e+32,0
SAX J1808.4-3658,NS,58705.81791,HS,6.578743777768261e+27,5.003876617946546e+26,0,4.979185102928175e+35,5.101754334704241e+34,5.879817679678597e+34,0
SAX J1808.4-3658,NS,58711.91819,HS,4.0720717656219393e+27,3.0861017007745373e+26,0,3.719955405644723e+35,3.096944720519765e+34,3.358046297295019e+34,0
SAX J1808.4-3658,NS,58718.70935,HS,1.2636655450371002e+27,2.3608511727954156e+26,0,4.800285390776706e+34,4.375166600209905e+33,4.882997679353313e+33,0
SAX J1808.4-3658,NS,58726.79406,HS,1.8329627303145075e+27,2.2297929263786377e+26,0,1.824282081407655e+34,1.9767288720931656e+33,2.1839617714905315e+33,0
SAX J1808.4-3658,NS,59818.664069,HS,4.1318155855755305e+27,3.563415090402608e+26,0,2.189800227158512e+35,1.6166924974223632e+34,1.7622066892676333e+34,0
SAX J1808.4-3658,NS,59825.647711,HS,5.6393699208530894e+26,1.8797899736176968e+26,1,1.4315546802051623e+34,1.86718512934238e+33,2.1507455879091023e+33,0
SAX J1808.4-3658,NS,59831.721025,HS,5.7845418198057435e+26,1.9281806066019143e+26,1,6.58579626809133e+34,6.245085167691976e+33,6.845448352966449e+33,0
SAX J1810.8-2609,NS,59378.0052,HS,1.8389666001124923e+27,5.956094581174341e+26,0,8.427617433340918e+35,1.0179668623905769e+35,1.1389779855741273e+35,0
SAX J1810.8-2609,NS,59384.9575,HS,3.346919212204737e+27,1.115639737401579e+27,1,7.304816888018767e+35,7.85473534300609e+34,9.059999907279522e+34,0
SAX J1810.8-2609,NS,59392.0794,HS,3.9721678562429835e+27,1.3240559520809943e+27,1,1.0058392498152344e+36,1.0004877541279323e+35,1.1460757704122394e+35,0
SAX J1810.8-2609,NS,59399.9485,HS,3.420477876209236e+27,1.1401592920697453e+27,1,1.3425277230335507e+36,1.5490064601191115e+35,1.798496346015632e+35,0
SAX J1810.8-2609,NS,59407.0643,HS,5.185885812317228e+27,1.7286286041057425e+27,1,9.861101442211553e+35,1.1680179070587827e+35,1.3314489624089165e+35,0
SAX J1810.8-2609,NS,59433.8542,HS,3.861829860236235e+27,1.2872766200787447e+27,1,2.3025940875523108e+36,2.4457871128787238e+35,2.6817542253391686e+35,0
SAX J1810.8-2609,NS,59462.7406,HS,2.1332012561304912e+27,7.110670853768304e+26,1,8.592374422597289e+35,1.2527673358433087e+35,1.4074748393595804e+35,0
SAX J1810.8-2609,NS,59470.6371,HS,2.7216705681664884e+27,9.072235227221628e+26,1,4.127053236387803e+35,4.069977104075105e+34,4.395601528929098e+34,0
SAX J1810.8-2609,NS,59477.6687,HS,1.6550699401012433e+27,5.516899800337477e+26,1,4.3613133457566634e+35,4.497320493428481e+34,4.750139708852362e+34,0
SAX J1810.8-2609,NS,59484.585,HS,4.7813131602924804e+27,1.5937710534308268e+27,1,5.4037220365022735e+35,5.833984007028396e+34,6.837939446291914e+34,0
SAX J1810.8-2609,NS,59491.6485,HS,1.912525264116992e+27,6.375084213723306e+26,1,5.236617404786903e+35,6.015760156172507e+34,6.180938899268895e+34,0
SAX J1810.8-2609,NS,59496.6492,HS,2.1332012561304912e+27,7.110670853768304e+26,1,1.557733525151187e+35,1.885090636574099e+34,2.2160662878766148e+34,0
SAX J1810.8-2609,NS,59510.5502,HS,1.471173280089994e+27,4.903910933633314e+26,1,1.269529853105492e+33,5.257680649054692e+32,9.085894695061618e+32,0
Swift J1727.8-1613,BH,60191.66891,HS,4.2436318012983237e+30,2.1218968564763403e+29,0,8.225308114369294e+38,7.841897821693289e+37,8.76717095377809e+37,0
Swift J1727.8-1613,BH,60193.64001,HS,4.4285203237615276e+30,2.2143813733155484e+29,0,8.571969615422547e+38,7.322954999023437e+37,8.145619240224175e+37,0
Swift J1727.8-1613,BH,60195.63401,HS,4.014722202058166e+30,2.0074466725672322e+29,0,8.029865898162306e+38,7.565036331840816e+37,8.094791067778169e+37,0
Swift J1727.8-1613,BH,60203.65151,HS,3.9456786184816807e+30,1.972926378089775e+29,0,7.550390983726413e+38,7.451852957769676e+37,8.055450144518421e+37,0
Swift J1727.8-1613,BH,60359.14833,SS,1.2957274435318316e+29,6.542659378245421e+27,0,2.392662686067935e+37,2.1924011141094538e+36,2.505102656968541e+36,0
Swift J1727.8-1613,BH,60365.12108,SS,1.0176899208583448e+29,5.169185664029896e+27,0,2.12983619966607e+37,2.013370857947267e+36,2.219553418711601e+36,0
Swift J1727.8-1613,BH,60407.93309,HS,3.85732976591545e+28,2.174490463438483e+27,0,4.672918097846997e+36,4.651921637078624e+35,5.254431950213919e+35,0
Swift J1727.8-1613,BH,60412.98246,HS,3.0540224769129963e+28,1.784438736852839e+27,0,3.856658664427618e+36,3.799370941997687e+35,4.2857226530251845e+35,0
Swift J1727.8-1613,BH,60421.94378,HS,2.2888331819394292e+28,1.46266799637147e+27,0,2.4881668769591227e+36,1.8635509032430728e+35,2.1135103499721646e+35,0
Swift J1727.8-1613,BH,60428.9921,HS,1.590134668838103e+28,1.1811639308385091e+27,0,5.754106430333504e+35,6.811255644970809e+34,7.524695318233181e+34,0
Swift J1727.8-1613,BH,60435.89846,HS,9.740998359089239e+27,1.0375215595648963e+27,0,2.755503039793362e+34,3.2910442446268196e+33,3.7437820999921334e+33,0
Swift J1727.8-1613,BH,60441.91332,HS,5.75082728614048e+27,9.20033182740533e+26,0,2.7445361871040274e+33,1.359888063453003e+33,2.8929157813147985e+33,0
Swift J1727.8-1613,BH,60443.90298,HS,2.674683785350373e+27,4.8667059922481415e+26,0,1.8267815921993794e+33,6.089271973997933e+32,0.0,1
Swift J1727.8-1613,BH,60448.93642,HS,5.63295280879763e+27,8.873031486160302e+26,0,5.808603029831049e+33,1.9362010099436837e+33,0.0,1
Swift J1727.8-1613,BH,60455.92899,HS,4.238544376277643e+27,8.341409267582974e+26,0,6.424472506427035e+32,3.446201988265792e+32,7.81664154246484e+32,0
Swift J1727.8-1613,BH,60463.89865,HS,4.8902967204810494e+27,1.6300989068270165e+27,1,3.0626505718176513e+32,1.519077153374805e+32,3.0140467935187755e+32,0
Swift J1842.5-1124,candidateBH,59001.1292,SS,6.969037899619776e+27,2.3230126332065921e+27,1,6.210536343936166e+36,5.956780518737866e+35,6.451824797190399e+35,0
Swift J1842.5-1124,candidateBH,59008.1762,HS,2.3129125782796064e+28,3.3377625401371966e+27,0,1.5939683323894166e+36,1.8896335629555744e+35,2.092955773495703e+35,0
Swift J1842.5-1124,candidateBH,59019.0632,HS,8.28204504012785e+27,1.8645751858875997e+27,0,1.9817405410220693e+34,8.184263943554635e+33,1.4092210414762706e+34,0
XTE J1701-462,NS,59829.65461,SS,8.778266089080086e+27,2.926088696360029e+27,1,6.112998564346005e+37,1.1029249187848735e+37,1.3904060304200933e+37,0
XTE J1701-462,NS,59831.70687,SS,8.185140001980081e+27,2.7283800006600275e+27,1,9.365810989880269e+37,1.5886655158519736e+37,1.9939665634047548e+37,0
XTE J1701-462,NS,59838.71566,SS,4.0213948705380395e+28,3.109932645472315e+27,0,1.7771855929243347e+38,2.8420510007140266e+37,3.482556190465959e+37,0
XTE J1701-462,NS,59842.59219,SS,3.1079806964040302e+29,1.5942187686062737e+28,0,2.2638214817384405e+38,3.9831852961031527e+37,4.696500906792716e+37,0
XTE J1701-462,NS,59846.7369,SS,4.721283653316046e+29,2.375023796523683e+28,0,1.7436828949869405e+38,3.178294044279042e+37,3.8989077588582783e+37,0
XTE J1701-462,NS,59852.53187,SS,2.0284912178820194e+29,1.0672479478389213e+28,0,2.603017182249887e+38,4.614269251591119e+37,5.855173996510265e+37,0
XTE J1701-462,NS,59859.69108,SS,1.5539903482020151e+29,8.235059652827482e+27,0,2.702959663217182e+38,4.857185231446776e+37,5.826250281718145e+37,0
XTE J1701-462,NS,59880.63565,SS,8.778266089080086e+27,2.926088696360029e+27,1,1.3225968506710437e+38,2.274164991604329e+37,2.6900622106927076e+37,0
XTE J1701-462,NS,59965.41679,SS,8.422390436820081e+27,2.807463478940027e+27,1,8.882664568775572e+37,1.7700481306351836e+37,2.2347238580665125e+37,0
XTE J1701-462,NS,59972.33898,SS,1.7082031308480166e+28,5.694010436160055e+27,1,8.471635924546275e+37,1.6899319038423578e+37,2.092660839202822e+37,0
XTE J1701-462,NS,59979.24053,SS,1.6963406091060162e+28,5.654468697020054e+27,1,7.290341810539722e+37,1.4340458243233727e+37,1.8257893315908241e+37,0
XTE J1701-462,NS,59986.37178,SS,9.134141741340089e+27,3.04471391378003e+27,1,6.382214349951846e+37,1.2662080211452973e+37,1.575837030235912e+37,0
XTE J1701-462,NS,60001.21441,SS,1.6607530438800163e+28,5.535843479600053e+27,1,4.342072493348218e+37,9.095157189096814e+36,1.1527241628274493e+37,0
